tpep_pickup_datetime,pickup_longitude,pickup_latitude
2016-02-19 20:59:55,-74.00526428222656,40.718406677246094
2016-02-19 20:59:59,-74.00420379638672,40.725189208984375
2016-02-19 21:00:07,-74.01287078857422,40.71553421020508
2016-02-19 21:00:12,-74.010009765625,40.721004486083984
2016-02-19 21:00:26,-74.00273132324219,40.72365188598633
2016-02-19 21:00:33,-74.00801086425781,40.717079162597656
2016-02-19 21:00:37,-74.00370788574219,40.7223014831543
2016-02-19 21:00:55,-74.00559997558595,40.7177734375
2016-02-19 21:01:05,-74.00534057617188,40.721923828125
2016-02-19 21:01:05,-74.00463104248048,40.7164306640625
2016-02-19 21:01:11,-74.0085678100586,40.71976852416992
2016-02-19 21:01:12,-74.007568359375,40.715370178222656
2016-02-19 21:01:13,-74.00592803955078,40.71961975097656
2016-02-19 21:01:14,-74.00991821289062,40.720947265625
2016-02-19 21:01:34,-74.0087890625,40.71870803833008
2016-02-19 21:01:37,-74.0033645629883,40.72271347045898
2016-02-19 21:01:40,-74.00386047363281,40.72222900390625
2016-02-19 21:01:42,-74.00495147705078,40.72312545776367
2016-02-19 21:01:47,-74.0052032470703,40.72062683105469
2016-02-19 21:02:21,-74.00871276855469,40.71872329711913
2016-02-19 21:02:23,-74.00852966308595,40.719970703125
2016-02-19 21:02:24,-74.01112365722656,40.7164192199707
2016-02-19 21:02:27,-74.00518035888672,40.719890594482415
2016-02-19 21:02:35,-74.00523376464844,40.72249603271485
2016-02-19 21:02:39,-74.00391387939453,40.72551345825195
2016-02-19 21:02:42,-74.00506591796875,40.7204475402832
2016-02-19 21:02:46,-74.00843811035155,40.720558166503906
2016-02-19 21:02:47,-74.00841522216798,40.72056579589844
2016-02-19 21:02:57,-74.00495147705078,40.71928405761719
2016-02-19 21:03:02,-74.00311279296875,40.723411560058594
2016-02-19 21:03:20,-74.00852203369139,40.72139358520508
2016-02-19 21:03:27,-74.00491333007811,40.72273635864258
2016-02-19 21:03:31,-74.01023864746094,40.721004486083984
2016-02-19 21:03:45,-74.00701904296875,40.71847915649415
2016-02-19 21:03:49,-74.00920867919923,40.71630096435547
2016-02-19 21:03:53,-74.00416564941406,40.72000503540039
2016-02-19 21:04:03,-74.0113296508789,40.7203483581543
2016-02-19 21:04:10,-74.00627899169923,40.72243881225585
2016-02-19 21:04:12,-74.00579833984375,40.714820861816406
2016-02-19 21:04:13,-74.00861358642578,40.71984481811523
2016-02-19 21:04:18,-74.00833892822266,40.71453857421875
2016-02-19 21:04:19,-74.00467681884766,40.72099304199219
2016-02-19 21:04:24,-74.01142883300781,40.71550750732422
2016-02-19 21:04:25,-74.00404357910156,40.725433349609375
2016-02-19 21:04:30,-74.00504302978516,40.72283172607422
2016-02-19 21:04:32,-74.00524139404298,40.71881866455078
2016-02-19 21:04:35,-74.00733184814453,40.71571350097656
2016-02-19 21:04:36,-74.00502014160156,40.72297668457031
2016-02-19 21:04:47,-74.00328063964845,40.722938537597656
2016-02-19 21:04:51,-74.0065155029297,40.71664810180664
2016-02-19 21:04:52,-74.01007080078125,40.720970153808594
2016-02-19 21:04:57,-74.00829315185547,40.71672821044922
2016-02-19 21:05:00,-74.0089111328125,40.71861267089844
2016-02-19 21:05:07,-74.00818634033203,40.71451187133789
2016-02-19 21:05:11,-74.01019287109375,40.71996688842773
2016-02-19 21:05:17,-74.0057144165039,40.71451187133789
2016-02-19 21:05:38,-74.00894165039062,40.71589279174805
2016-02-19 21:05:42,-74.00267791748048,40.7235221862793
2016-02-19 21:05:49,-74.00855255126955,40.71904373168945
2016-02-19 21:05:51,-74.00926971435547,40.71730422973633
2016-02-19 21:06:01,-74.01205444335938,40.71686172485352
2016-02-19 21:06:03,-74.01043701171875,40.718692779541016
2016-02-19 21:06:07,-74.00833129882812,40.71424865722656
2016-02-19 21:06:08,-74.00980377197266,40.71491622924805
2016-02-19 21:06:30,-74.00845336914062,40.71984100341797
2016-02-19 21:06:30,-74.00763702392578,40.72482299804688
2016-02-19 21:06:45,-74.00855255126955,40.71979522705078
2016-02-19 21:06:50,-74.00685882568358,40.72567367553711
2016-02-19 21:06:51,-74.00421905517578,40.716880798339844
2016-02-19 21:06:52,-74.00528717041014,40.72064971923828
2016-02-19 21:06:54,-74.00994110107422,40.7234764099121
2016-02-19 21:07:02,-74.0081329345703,40.72271347045898
2016-02-19 21:07:04,-74.00527954101562,40.72127151489258
2016-02-19 21:07:10,-74.00704193115234,40.715980529785156
2016-02-19 21:07:14,-74.01299285888672,40.71620178222656
2016-02-19 21:07:27,-74.0078582763672,40.714988708496094
2016-02-19 21:07:29,-74.01022338867188,40.719520568847656
2016-02-19 21:07:33,-74.00942993164062,40.723819732666016
2016-02-19 21:07:40,-74.00418853759766,40.72196960449219
2016-02-19 21:07:44,-74.0059051513672,40.71553039550781
2016-02-19 21:07:59,-74.01065063476562,40.71446990966797
2016-02-19 21:08:00,-74.00733184814453,40.715686798095696
2016-02-19 21:08:10,-74.00251007080078,40.71844482421875
2016-02-19 21:08:16,-74.00225830078125,40.72161102294922
2016-02-19 21:08:23,-74.00454711914062,40.721458435058594
2016-02-19 21:08:39,-74.00892639160156,40.717281341552734
2016-02-19 21:08:43,-74.00679779052734,40.72031021118164
2016-02-19 21:08:44,-74.01061248779298,40.71882629394531
2016-02-19 21:08:45,-74.00751495361328,40.72572708129883
2016-02-19 21:08:47,-74.0096206665039,40.723243713378906
2016-02-19 21:08:53,-74.01021575927734,40.72099304199219
2016-02-19 21:08:55,-74.00859832763672,40.71959686279297
2016-02-19 21:09:03,-74.00547790527344,40.718040466308594
2016-02-19 21:09:13,-74.0102005004883,40.71999740600585
2016-02-19 21:09:13,-74.0067138671875,40.72024536132813
2016-02-19 21:09:14,-74.00852966308595,40.71924209594727
2016-02-19 21:09:40,-74.00788879394531,40.71495819091797
2016-02-19 21:09:47,-74.00756072998048,40.72561264038085
2016-02-19 21:09:55,-74.00511169433594,40.718910217285156
2016-02-19 21:09:58,-74.0078125,40.71520233154297
2016-02-19 21:10:05,-74.00521087646483,40.71894073486328
2016-02-19 21:10:06,-74.00897216796875,40.71934509277344
2016-02-19 21:10:07,-74.00859832763672,40.72010040283203
2016-02-19 21:10:10,-74.00951385498048,40.71520614624024
2016-02-19 21:10:13,-74.01000213623048,40.7201042175293
2016-02-19 21:10:15,-74.00706481933594,40.71840286254883
2016-02-19 21:10:17,-74.00431060791014,40.72092056274415
2016-02-19 21:10:19,-74.010009765625,40.72107315063477
2016-02-19 21:10:19,-74.00325775146483,40.72354507446289
2016-02-19 21:10:25,-74.00879669189453,40.71987533569336
2016-02-19 21:10:26,-74.00792694091797,40.71511840820313
2016-02-19 21:10:28,-74.00970458984375,40.72087478637695
2016-02-19 21:10:31,-74.0023880004883,40.71881484985352
2016-02-19 21:10:32,-74.00687408447266,40.7197265625
2016-02-19 21:10:42,-74.00505828857422,40.71915817260742
2016-02-19 21:10:42,-74.00995635986328,40.72079086303711
2016-02-19 21:10:47,-74.0087890625,40.71579360961913
2016-02-19 21:10:51,-74.00508117675781,40.71990585327149
2016-02-19 21:11:00,-74.0051040649414,40.719146728515625
2016-02-19 21:11:12,-74.01068115234375,40.71705627441406
2016-02-19 21:11:16,-74.00415802001955,40.72197341918945
2016-02-19 21:11:21,-74.00505065917969,40.71992874145508
2016-02-19 21:11:25,-74.01123046875,40.715614318847656
2016-02-19 21:11:30,-74.00724792480467,40.71605682373047
2016-02-19 21:11:36,-74.00827026367188,40.71666717529297
2016-02-19 21:11:40,-74.00859832763672,40.71968078613281
2016-02-19 21:11:45,-74.00425720214845,40.723934173583984
2016-02-19 21:12:06,-74.0101318359375,40.72116088867188
2016-02-19 21:12:10,-74.00919342041014,40.71675109863281
2016-02-19 21:12:15,-74.00341796875,40.72206115722656
2016-02-19 21:12:18,-74.0102005004883,40.7197151184082
2016-02-19 21:12:22,-74.0102005004883,40.71992111206055
2016-02-19 21:12:22,-74.00514221191406,40.72291946411133
2016-02-19 21:12:25,-74.00602722167969,40.72337341308594
2016-02-19 21:12:28,-74.01081848144531,40.71474075317383
2016-02-19 21:12:29,-74.00341033935547,40.717597961425774
2016-02-19 21:12:44,-74.00536346435547,40.71809387207031
2016-02-19 21:13:04,-74.0105972290039,40.71757125854492
2016-02-19 21:13:11,-74.01007843017578,40.719913482666016
2016-02-19 21:13:29,-74.00467681884766,40.7237548828125
2016-02-19 21:13:30,-74.01006317138672,40.72116088867188
2016-02-19 21:13:40,-74.00340270996094,40.72213363647461
2016-02-19 21:13:44,-74.00237274169923,40.72452926635742
2016-02-19 21:13:45,-74.00855255126955,40.72203826904297
2016-02-19 21:13:49,-74.00523376464844,40.7203369140625
2016-02-19 21:13:52,-74.00960540771484,40.71496200561523
2016-02-19 21:14:05,-74.0056381225586,40.71517181396485
2016-02-19 21:14:05,-74.0066909790039,40.71643447875977
2016-02-19 21:14:17,-74.00750732421875,40.725685119628906
2016-02-19 21:14:17,-74.01028442382812,40.7193603515625
2016-02-19 21:14:25,-74.00898742675781,40.718658447265625
2016-02-19 21:14:45,-74.0075912475586,40.715492248535156
2016-02-19 21:14:58,-74.00782012939453,40.72576141357422
2016-02-19 21:15:08,-74.009033203125,40.7158088684082
2016-02-19 21:15:25,-74.00858306884766,40.71430969238281
2016-02-19 21:15:32,-74.00698852539062,40.718914031982415
2016-02-19 21:15:41,-74.01019287109375,40.71980667114258
2016-02-19 21:15:48,-74.00399780273438,40.7198486328125
2016-02-19 21:15:50,-74.01007080078125,40.71998977661133
2016-02-19 21:15:52,-74.0088882446289,40.71820068359375
2016-02-19 21:15:55,-74.00875854492188,40.71946334838867
2016-02-19 21:16:04,-74.00598907470702,40.71791458129883
2016-02-19 21:16:06,-74.01009368896483,40.71971130371094
2016-02-19 21:16:10,-74.00969696044923,40.721092224121094
2016-02-19 21:16:19,-74.01229095458984,40.71686172485352
2016-02-19 21:16:29,-74.01019287109375,40.71985244750977
2016-02-19 21:16:41,-74.01036071777344,40.71964645385742
2016-02-19 21:16:42,-74.00463104248048,40.71583938598633
2016-02-19 21:16:47,-74.00823211669923,40.716888427734375
2016-02-19 21:16:57,-74.01016998291014,40.71995162963867
2016-02-19 21:17:02,-74.00870513916014,40.71587371826172
2016-02-19 21:17:06,-74.00694274902342,40.7188606262207
2016-02-19 21:17:13,-74.00484466552734,40.72008514404297
2016-02-19 21:17:16,-74.01007080078125,40.71950149536133
2016-02-19 21:17:17,-74.00507354736328,40.71947860717773
2016-02-19 21:17:19,-74.00525665283203,40.7191162109375
2016-02-19 21:17:20,-74.00865936279298,40.71887588500977
2016-02-19 21:17:24,-74.01071166992188,40.72359848022461
2016-02-19 21:17:30,-74.00574493408203,40.71773910522461
2016-02-19 21:17:36,-74.00514221191406,40.72066116333008
2016-02-19 21:17:37,-74.0057144165039,40.71765518188477
2016-02-19 21:17:40,-74.00369262695312,40.71917343139648
2016-02-19 21:17:44,-74.0038833618164,40.722450256347656
2016-02-19 21:17:49,-74.00930786132812,40.715415954589844
2016-02-19 21:17:56,-74.00189208984375,40.72136688232422
2016-02-19 21:18:04,-74.01045989990234,40.714351654052734
2016-02-19 21:18:06,-74.00858306884766,40.72003173828125
2016-02-19 21:18:08,-74.00788879394531,40.714805603027344
2016-02-19 21:18:10,-74.00682830810547,40.71903610229492
2016-02-19 21:18:17,-74.00981903076173,40.72106170654297
2016-02-19 21:18:27,-74.00517272949219,40.720436096191406
2016-02-19 21:18:39,-74.0043411254883,40.722599029541016
2016-02-19 21:18:44,-74.00476837158203,40.715728759765625
2016-02-19 21:19:07,-74.0053176879883,40.721355438232415
2016-02-19 21:19:09,-74.01092529296875,40.715576171875
2016-02-19 21:19:10,-74.00582885742188,40.717628479003906
2016-02-19 21:19:12,-74.00348663330078,40.7175407409668
2016-02-19 21:19:24,-74.0086212158203,40.71966552734375
2016-02-19 21:19:33,-74.0031967163086,40.72213745117188
2016-02-19 21:19:45,-74.01104736328125,40.72082138061523
2016-02-19 21:19:50,-74.01011657714845,40.72002029418945
2016-02-19 21:20:00,-74.00568389892578,40.72559356689453
2016-02-19 21:20:09,-74.00382232666014,40.72227478027344
2016-02-19 21:20:17,-74.0059814453125,40.71940612792969
2016-02-19 21:20:23,-74.00926208496094,40.71549987792969
2016-02-19 21:20:27,-74.0080795288086,40.72270965576172
2016-02-19 21:20:36,-74.00881195068358,40.719200134277344
2016-02-19 21:20:38,-74.0037612915039,40.72540664672852
2016-02-19 21:20:41,-74.0047149658203,40.72337341308594
2016-02-19 21:20:46,-74.00729370117188,40.71552658081055
2016-02-19 21:20:48,-74.00507354736328,40.72292709350585
2016-02-19 21:20:58,-74.00848388671875,40.720741271972656
2016-02-19 21:21:01,-74.00872039794923,40.715911865234375
2016-02-19 21:21:13,-74.0102005004883,40.72005081176758
2016-02-19 21:21:17,-74.00377655029298,40.7202377319336
2016-02-19 21:21:18,-74.0049819946289,40.72307586669922
2016-02-19 21:21:21,-74.01119995117188,40.71507263183594
2016-02-19 21:21:24,-74.00801849365234,40.722816467285156
2016-02-19 21:21:28,-74.00308227539062,40.72320556640625
2016-02-19 21:21:38,-74.00983428955078,40.72113800048828
2016-02-19 21:21:39,-74.00527954101562,40.715091705322266
2016-02-19 21:21:45,-74.00346374511719,40.72208786010742
2016-02-19 21:21:49,-74.0050048828125,40.720619201660156
2016-02-19 21:21:52,-74.00567626953125,40.72538375854492
2016-02-19 21:21:57,-74.00505065917969,40.72301864624024
2016-02-19 21:22:13,-74.00528717041014,40.72010803222656
2016-02-19 21:22:37,-74.00881958007811,40.715919494628906
2016-02-19 21:22:46,-74.00630950927734,40.722652435302734
2016-02-19 21:22:48,-74.009033203125,40.71937561035156
2016-02-19 21:22:49,-74.00553894042969,40.717960357666016
2016-02-19 21:22:50,-74.00497436523438,40.72319030761719
2016-02-19 21:23:02,-74.00425720214845,40.72365951538085
2016-02-19 21:23:06,-74.00527954101562,40.71833038330078
2016-02-19 21:23:21,-74.00521087646483,40.722904205322266
2016-02-19 21:23:21,-74.00819396972656,40.716495513916016
2016-02-19 21:23:26,-74.00565338134766,40.7256088256836
2016-02-19 21:23:33,-74.00958251953125,40.72362518310547
2016-02-19 21:23:48,-74.00464630126955,40.72367858886719
2016-02-19 21:23:51,-74.010009765625,40.72112655639648
2016-02-19 21:23:53,-74.00868225097656,40.71936798095703
2016-02-19 21:23:58,-74.00776672363281,40.71526336669922
2016-02-19 21:23:59,-74.00834655761719,40.71456527709961
2016-02-19 21:24:03,-74.01032257080078,40.71862030029297
2016-02-19 21:24:05,-74.00348663330078,40.72259521484375
2016-02-19 21:24:08,-74.00740814208984,40.72577667236328
2016-02-19 21:24:09,-74.01140594482422,40.71491622924805
2016-02-19 21:24:16,-74.00800323486328,40.72280502319336
2016-02-19 21:24:20,-74.01044464111328,40.719062805175774
2016-02-19 21:24:37,-74.00932312011719,40.71540069580078
2016-02-19 21:24:51,-74.00492095947266,40.71894073486328
2016-02-19 21:24:57,-74.01021575927734,40.720951080322266
2016-02-19 21:25:01,-74.00576782226562,40.71778106689453
2016-02-19 21:25:05,-74.00363159179686,40.72245407104492
2016-02-19 21:25:12,-74.003173828125,40.72405624389648
2016-02-19 21:25:14,-74.00474548339844,40.71636581420898
2016-02-19 21:25:14,-74.00264739990234,40.718833923339844
2016-02-19 21:25:21,-74.00846862792969,40.72034072875977
2016-02-19 21:25:24,-74.00980377197266,40.72190475463867
2016-02-19 21:25:25,-74.0085678100586,40.71973037719727
2016-02-19 21:25:27,-74.00823974609375,40.715065002441406
2016-02-19 21:25:32,-74.0103759765625,40.71867752075195
2016-02-19 21:25:35,-74.005126953125,40.71954345703125
2016-02-19 21:25:50,-74.00737762451173,40.71771240234375
2016-02-19 21:25:57,-74.00337982177734,40.725196838378906
2016-02-19 21:26:02,-74.00727844238281,40.7183837890625
2016-02-19 21:26:05,-74.00238037109375,40.72174072265625
2016-02-19 21:26:10,-74.00350189208984,40.722332000732415
2016-02-19 21:26:12,-74.00908660888672,40.716957092285156
2016-02-19 21:26:20,-74.00564575195312,40.714786529541016
2016-02-19 21:26:27,-74.00343322753906,40.72282791137695
2016-02-19 21:26:30,-74.00353240966798,40.72358322143555
2016-02-19 21:26:39,-74.00621032714845,40.72246170043945
2016-02-19 21:26:41,-74.0103530883789,40.71877670288085
2016-02-19 21:26:42,-74.010498046875,40.71890640258789
2016-02-19 21:27:04,-74.00882720947266,40.722023010253906
2016-02-19 21:27:15,-74.00543212890625,40.71837615966797
2016-02-19 21:27:20,-74.00696563720702,40.71895980834961
2016-02-19 21:27:24,-74.00614166259766,40.71723937988281
2016-02-19 21:27:28,-74.00630950927734,40.72319030761719
2016-02-19 21:27:29,-74.00386047363281,40.72226333618164
2016-02-19 21:27:35,-74.0042724609375,40.72402572631836
2016-02-19 21:27:54,-74.0049285888672,40.720558166503906
2016-02-19 21:28:07,-74.003173828125,40.720611572265625
2016-02-19 21:28:08,-74.00428009033203,40.72257614135742
2016-02-19 21:28:10,-74.00508880615234,40.720230102539055
2016-02-19 21:28:13,-74.0102310180664,40.719486236572266
2016-02-19 21:28:18,-74.00334167480467,40.720527648925774
2016-02-19 21:28:21,-74.00261688232422,40.716251373291016
2016-02-19 21:28:31,-74.01013946533203,40.719551086425774
2016-02-19 21:29:09,-74.00202941894531,40.72145080566406
2016-02-19 21:29:17,-74.00285339355469,40.72341918945313
2016-02-19 21:29:19,-74.00503540039062,40.723106384277344
2016-02-19 21:29:34,-74.00328826904298,40.717369079589844
2016-02-19 21:29:43,-74.00443267822266,40.72116088867188
2016-02-19 21:29:45,-74.00808715820312,40.71704864501953
2016-02-19 21:29:50,-74.00233459472656,40.720481872558594
2016-02-19 21:29:53,-74.00338745117188,40.7227668762207
2016-02-19 21:30:03,-74.00505065917969,40.725730895996094
2016-02-19 21:30:07,-74.00968933105469,40.715721130371094
2016-02-19 21:30:07,-74.00836181640625,40.71585083007813
2016-02-19 21:30:20,-74.0103988647461,40.71852111816406
2016-02-19 21:30:21,-74.0107879638672,40.71622085571289
2016-02-19 21:30:30,-74.0085678100586,40.71958923339844
2016-02-19 21:30:40,-74.01033782958984,40.71882629394531
2016-02-19 21:30:53,-74.00296020507811,40.7234001159668
2016-02-19 21:31:00,-74.00279998779298,40.72333526611328
2016-02-19 21:31:07,-74.00994110107422,40.71866989135742
2016-02-19 21:31:19,-74.00491333007811,40.72024917602539
2016-02-19 21:31:22,-74.00711822509766,40.7146110534668
2016-02-19 21:31:27,-74.0052490234375,40.71837997436523
2016-02-19 21:31:42,-74.00576782226562,40.72513198852539
2016-02-19 21:31:42,-74.01007080078125,40.72097778320313
2016-02-19 21:31:49,-74.0081329345703,40.723045349121094
2016-02-19 21:31:59,-74.00562286376955,40.71498107910156
2016-02-19 21:32:04,-74.00688934326173,40.71915817260742
2016-02-19 21:32:18,-74.00897979736328,40.71868896484375
2016-02-19 21:32:35,-74.00487518310547,40.715667724609375
2016-02-19 21:32:37,-74.00550842285155,40.72221755981445
2016-02-19 21:32:39,-74.0039520263672,40.72558975219727
2016-02-19 21:32:40,-74.00957489013672,40.72365188598633
2016-02-19 21:32:40,-74.00924682617188,40.71866989135742
2016-02-19 21:32:48,-74.0049819946289,40.72307586669922
2016-02-19 21:32:50,-74.01036071777344,40.71934509277344
2016-02-19 21:32:57,-74.0085678100586,40.71989440917969
2016-02-19 21:33:01,-74.0029067993164,40.72344207763672
2016-02-19 21:33:02,-74.00708770751955,40.7188835144043
2016-02-19 21:33:05,-74.00888061523438,40.71858215332031
2016-02-19 21:33:09,-74.00859832763672,40.719818115234375
2016-02-19 21:33:29,-74.00226593017578,40.72287368774415
2016-02-19 21:33:30,-74.01068878173827,40.7173957824707
2016-02-19 21:33:37,-74.00926208496094,40.71708297729492
2016-02-19 21:33:45,-74.00807189941406,40.716812133789055
2016-02-19 21:33:46,-74.00253295898438,40.72484970092773
2016-02-19 21:33:56,-74.010009765625,40.714515686035156
2016-02-19 21:34:14,-74.008544921875,40.7202377319336
2016-02-19 21:34:20,-74.00421142578125,40.72187805175781
2016-02-19 21:34:22,-74.00828552246094,40.71680068969727
2016-02-19 21:34:25,-74.0102005004883,40.71960830688477
2016-02-19 21:34:28,-74.0020523071289,40.719276428222656
2016-02-19 21:34:32,-74.00402069091797,40.72539520263672
2016-02-19 21:34:57,-74.00660705566406,40.71419525146485
2016-02-19 21:35:05,-74.00796508789062,40.714786529541016
2016-02-19 21:35:10,-74.00825500488281,40.72206497192383
2016-02-19 21:35:14,-74.00933074951173,40.72449111938477
2016-02-19 21:35:15,-74.00800323486328,40.72285079956055
2016-02-19 21:35:38,-74.00505828857422,40.719146728515625
2016-02-19 21:35:39,-74.00984954833984,40.72079849243164
2016-02-19 21:36:09,-74.0086212158203,40.71945190429688
2016-02-19 21:36:24,-74.00508880615234,40.71980667114258
2016-02-19 21:36:24,-74.0037612915039,40.722469329833984
2016-02-19 21:36:36,-74.00778198242188,40.71728515625
2016-02-19 21:36:44,-74.00839233398438,40.7192611694336
2016-02-19 21:36:47,-74.0030746459961,40.72502899169922
2016-02-19 21:37:04,-74.00753021240234,40.72571563720703
2016-02-19 21:37:17,-74.0050277709961,40.720191955566406
2016-02-19 21:37:18,-74.01026153564453,40.719551086425774
2016-02-19 21:37:19,-74.00788116455078,40.714881896972656
2016-02-19 21:37:23,-74.0094223022461,40.72383117675781
2016-02-19 21:37:27,-74.00772094726562,40.72466659545898
